排名,排名变化,中文全名,英文全名,年龄,出生地中文,出生地英文,性别,出生日期,教育程度中文,教育程度英文,学校中文,学校英文,常居地中文,常居地英文,照片,公司中文全名,公司英文全名,公司总部地中文,公司总部地英文,所在行业中文,所在行业英文,组织结构,人民币财富值,财富值变化,美元财富值,年份
97,-38,沈国军,Shen Guojun,62,中国-浙江-宁波,China-Zhejiang-Ningbo,男,1962-08-01,硕士,Master s,中南财经,中南财经大学,中国-北京,China-Beijing,,银泰,Yintai,北京,Beijing,零售、房地产、物流,"Retail, Real Estate, Logistics",家族,415.0,-34%,5850.0,2024
97,26,宋建波,Song Jianbo,54,中国-山东-烟台,China-Shandong,男,1970-01-01,,,,,中国-山东-烟台,China-Shandong,,南山,Nanshan,山东烟台,Shandong,铝业、纺织、房地产,"Aluminium, Apparel, Real Estate",家族,415.0,11%,5850.0,2024
99,66,霍斯特·帕德威尔,Horst Julius Pudwill,79,中国-香港,China-Hong Kong,男,1945-01-01,,,,,中国-香港,China-Hong Kong,,创科实业,TTI,香港,Hong Kong,消费品,Consumer Goods,家族,410.0,34%,5770.0,2024
99,6,鲁伟鼎,Lu Weiding,53,中国-浙江-杭州,China-Zhejiang-Hangzhou,男,1971-03-01,,,,,中国-浙江-杭州,China-Zhejiang-Hangzhou,,万向,Wanxiang,浙江杭州,Zhejiang,汽车制造业、房地产、农业,"Car parts, real estate, agriculture",家族,410.0,-7%,5770.0,2024
99,-33,其实,Qi Shi,54,中国-上海,China-Shanghai,男,1970-10-01,博士,Doctorate,上交大、复旦,复旦大学,中国-上海,China-Shanghai,,东方财富,Eastmoney,上海徐汇,Shanghai,信息服务,Data Services,家族,410.0,-32%,5770.0,2024
99,6,阮立平,Ruan Liping,60,,,男,1964-01-01,,,,,中国-宁波,China-Ningbo,,公牛,Gong Niu Group,浙江宁波,Zhejiang,插座,Power Strip,未知,410.0,-7%,5770.0,2024
103,-44,方威,Fang Wei,51,中国-辽宁-沈阳,China-Liaoning-Shenyang,男,1973-09-01,,,,,中国-北京,China-Beijing,,方大,Fangda,北京,Beijing,碳素、钢铁、煤焦,"Carbon, Steel, Coal",未知,405.0,-36%,5700.0,2024
103,-50,蒋仁生,Jiang Rensheng,71,中国-广西-桂林,China-Guangxi-Guilin,男,1953-10-01,,,,桂林医学院,中国-重庆,China-Chongqing,,智飞生物,Zhifei,重庆,Chongqing,疫苗,Vaccines,家族,405.0,-40%,5700.0,2024
103,2,阮学平,Ruan Xueping,52,,,男,1972-01-01,,,,,中国-宁波,China-Ningbo,,公牛,Gong Niu Group,浙江宁波,Zhejiang,插座,Power Strip,未知,405.0,-8%,5700.0,2024
103,-11,朱孟依,Chu Mang Yee,65,中国-广东-梅州,China-Guangdong-Meizhou,男,1959-01-01,,,,,中国-广东-广州,China-Guangdong-Guangzhou,,合生创展,Hopson,广东广州,Guangdong,房地产、投资,Real Estate,家族,405.0,-11%,5700.0,2024
107,2,蔡衍明,Tsai Eng-Meng,67,中国-台湾-台北,China-Taiwan-Taipei,男,1957-12-27,,,,,中国-台湾-台北,China-Taiwan-Taipei,,旺旺,Want Want,台湾台北,Taiwan,食品和饮料,Food & Beverages,家族,400.0,-7%,5630.0,2024
107,-5,丁世忠,Ding Shizhong,54,中国-福建-泉州,China-Fujian-Quanzhou,男,1970-01-01,,,,,中国-福建-厦门,China-Fujian-Xiamen,,安踏,Anta,福建厦门,Fujian,体育用品,Sportswear,未知,400.0,-10%,5630.0,2024
107,-28,赖海民,Lai Haimin,58,中国-广东-揭阳,China-Guangdong-Jieyang,男,1966-01-01,,,,,中国-广东-深圳,China-Guangdong-Shenzhen,,鸿荣源,Horoy,广东深圳,Guangdong,房地产,Real Estate,未知,400.0,-20%,5630.0,2024
107,19,刘伟,Liu Wei,37,,,男,1987-01-01,,,,,中国-上海,China-Shanghai,,米哈游,Mihoyo,上海,Shanghai,游戏,Online games,未知,400.0,8%,5630.0,2024
107,11,苏海文,Helmut Sohmen,83,奥地利,Austria,男,1941-01-01,,,,,中国-香港,China-Hong Kong,,BW,BW Group,香港,Hong Kong,物流,Logistics,家族,400.0,4%,5630.0,2024
112,201,王旭宁,Wang Xuning,55,中国-北京,China-Beijing,男,1969-03-01,硕士,Master s,北交大、中欧,,中国-上海,China-Shanghai,,JS环球生活,JS Global Life,香港,Hong Kong,小家电,Household Appliances,未知,395.0,126%,5560.0,2024
113,46,谢华,Xie Hua,未知,中国-北京,China-Beijing,男,1900-01-01,硕士,MSc,曼尼托巴大学,,美国-旧金山,United States-San Francisco,,飞塔,Fortinet,美国旧金山,San Francisco,网路安全,Network Security,未知,390.0,24%,5490.0,2024
114,53,蔡政达,Tsai Cheng-Ta,未知,中国-台湾,China-Taiwan,男,1900-01-01,,,,,中国-台湾-台北,China-Taiwan-Taipei,,霖园,Lin Yuan,台湾台北,Taiwan,金融服务,Financial Services,家族,385.0,28%,5420.0,2024
114,-35,李平,Li Ping,56,,,男,1968-01-01,本科,Undergraduate,复旦,,中国-福建-宁德,China-Fujian-Ningde,,宁德时代,CATL,福建宁德,Fujian,锂电池,Battery Technology,未知,385.0,-23%,5420.0,2024
116,68,曾芳勤,Zeng Fangqin,59,,,女,1965-12-01,,,,,中国-广东-深圳,China-Guangdong-Shenzhen,,领益智造,Lingyi Itech,广东江门,Guangdong,消费电子精密件,Electronic Components,未知,380.0,38%,5350.0,2024
116,-6,丁世家,Ding Shijia,60,中国-福建-泉州,China-Fujian-Quanzhou,男,1964-01-01,,,,,中国-福建-厦门,China-Fujian-Xiamen,,安踏,Anta,福建厦门,Fujian,体育用品,Sportswear,未知,380.0,-11%,5350.0,2024
116,21,罗宇皓,Luo Yuhao,37,,,男,1987-01-01,,,,,中国-上海,China-Shanghai,,米哈游,Mihoyo,上海,Shanghai,游戏,Online games,未知,380.0,9%,5350.0,2024
116,2,沈彬,Shen Bin,未知,中国-浙江-杭州,Jiangsu,未知,1900-01-01,本科,,中国地址大学,,江苏苏州,Jiangsu,,沙钢,Sha Steel,江苏苏州,Jiangsu,钢铁,Steel,未知,380.0,-1%,5350.0,2024
120,154,李小冬,Forrest Xiaodong Li,46,,,男,1978-01-01,,,,,新加坡,Singapore,,冬海集团,Sea,新加坡,Singapore,网络游戏、电商,"Online Games, E-Commerce",未知,375.0,92%,5280.0,2024
120,10,谢炳,Tse Ping,72,中国-广东-汕头,China-Guangdong-Shantou,男,1952-01-01,,,,,中国-香港,China-Hong Kong,,中生制药,Sino Biopharmaceutical,北京,Beijing,医药,Pharmaceuticals,家族,375.0,6%,5280.0,2024
122,40,高德康,Gao Dekang,72,中国-江苏-苏州,China-Jiangsu-Suzhou,男,1952-01-01,,,,,中国-江苏-苏州,China-Jiangsu-Suzhou,,波司登,Bosideng,江苏苏州,Jiangsu,服装,Apparel,家族,370.0,19%,5210.0,2024
122,-20,马建荣,Ma Jianrong,59,中国-浙江,China-Zhejiang,男,1965-01-01,,,,,中国-浙江-宁波,China-Zhejiang-Ningbo,,申洲针织,Shenzhou,浙江宁波,Zhejiang,纺织、服装,Textiles,家族,370.0,-17%,5210.0,2024
122,8,修涞贵、李艳华,Xiu Laigui、Li Yanhua,69,中国-吉林,China- Jilin,男,1955-01-01,本科,Undergraduate,吉大,吉林大学,中国-吉林-长春,China-Jilin-Changchun,,修正药业,Xiuzheng,吉林长春,Jilin,医药,Pharmaceuticals,夫妇,370.0,4%,5210.0,2024
125,-51,邬建树,Wu Jianshu,60,中国-浙江-宁波,China-Zhejiang-Ningbo,男,1964-01-01,,,,,中国-浙江-宁波,China-Zhejiang-Ningbo,,拓普,Tuopu,浙江宁波,Zhejiang,汽车零部件制造,Automobile parts,未知,360.0,-36%,5070.0,2024
126,-4,陈发树,Chen Fashu,63,中国-福建-泉州,China-Fujian-Quanzhou,男,1961-10-25,,,,,中国-福建-福州,China-Fujian-Fuzhou,,新华都,Xinhuadu,福建福州,Fujian,医药、零售、投资,"Retail, Pharmaceuticals, Investments",未知,355.0,-7%,5000.0,2024
126,4,黄如论、黄涛,Huang Rulun、Huang Tao,73,中国-福建-福州,China-Fujian-Fuzhou,男,1951-09-01,,,,,中国-北京,China-Beijing,,世纪金源,Century Golden Resources,北京,Beijing,房地产,Real Estate,家族,355.0,0%,5000.0,2024
128,-10,赖梅松,Lai Meisong,54,,,男,1970-12-01,,,,,中国-上海,China-Shanghai,,中通,ZTO,上海青浦,Shanghai,物流,Logistics,未知,350.0,-9%,4930.0,2024
128,-49,汪滔,Wang Tao,44,中国-浙江-杭州,China-Zhejiang-Hangzhou,男,1980-01-01,本科,Undergraduate,香港科技,香港科技大学,中国-广东-深圳,China-Guangdong-Shenzhen,,大疆,DJI,广东深圳,Guangdong,无人机,Drones,未知,350.0,-30%,4930.0,2024
128,77,张和君,Zhang Hejun,72,,,男,1952-01-01,,,,,中国-浙江-宁波,China-Zhejiang-Ningbo,,德业股份,Deye Technology,浙江宁波,Zhejiang,电器零部件制造,Electrical machinery ,未知,350.0,40%,4930.0,2024
131,-3,朱艳,Zhu Yan,53,中国-陕西-渭南,China-Shaanxi,男,1971-01-01,,,,,中国-北京,China-Beijing,,贝壳,KE,北京,Beijing,房地产服务,Real Estate Service,家族,340.0,-7%,4790.0,2024
132,30,陈志列、王蓉,Chen Zhilie、Wang Rong,61,中国-江苏-无锡,China-Jiangsu-Wuxi,男,1963-01-01,硕士,Master s,西北工业,西北工大研究生院,中国-广东-深圳,China-Guangdong-Shenzhen,,研祥,Evoc,广东深圳,Guangdong,特种计算机,Intelligent Devices,夫妇,335.0,8%,4720.0,2024
132,-82,李想,Li Xiang,43,,,男,1981-10-05,,,,,中国-北京,,,理想汽车,Li Auto,北京,Beijing,新能源汽车,E-cars,未知,335.0,-52%,4720.0,2024
132,142,张忠谋,Morris Chang Chung-Mou,93,中国-浙江-宁波,China-Zhejiang-Ningbo,男,1931-07-10,,,,,中国-台湾-新竹,China-Taiwan-Hsinchu,,台积电,TSMC,台湾新竹,Taiwan,半导体,Semiconductors,未知,335.0,72%,4720.0,2024
135,-43,刘金成、骆锦红,Liu Jincheng、Luo Jinhong,60,中国-湖北-武汉,China -Hubei-Wuhan,男,1964-09-01,硕士,Master s,武大,,中国-广东-惠州,China-Guangdong-Huizhou,,亿纬锂能,EVE Energy,广东惠州,Guangdong,锂电池,Lithium Battery,夫妇,330.0,-27%,4650.0,2024
135,11,张志祥,Zhang Zhixiang,57,中国-浙江-宁波,China-Zhejiang-Ningbo,男,1967-01-01,本科,Undergraduate,浙江工业,东北大学,中国-北京,China-Beijing,,建龙,Jianlong,北京,Beijing,钢铁、矿业、船运,"Steel, Mining, Shipbuilding",未知,330.0,-1%,4650.0,2024
137,-40,李革,Li Ge,57,中国-北京,China-Beijing,男,1967-01-01,,,,美国哥伦比亚大学,中国-上海,China-Shanghai,,药明康德,Wuxi Pharma Tech,上海浦东,Shanghai,医药,Pharmaceuticals,未知,325.0,-28%,4580.0,2024
137,22,林张素娥,Lin Chang Su-E,未知,,,男,1900-01-01,,,,,中国-台湾-台北,China-Taiwan-Taipei,,联邦,Liberty Times,台湾台北,Taiwan,房地产、金融,"Real Estate, Financial Services",家族,325.0,3%,4580.0,2024
137,-7,史玉柱、史静,Shi Yuzhu、Shi Jing,62,中国-安徽-蚌阜,China-Anhui-Yu,男,1962-09-01,本科,Undergraduate,浙大,深圳大学,中国-上海,China-Shanghai,,巨人,Giant,上海松江,Shanghai,金融、在线游戏、投资,"Finance, online games, Investments",父女,325.0,-8%,4580.0,2024
140,150,陈天石,Chen Tianshi,39,,,男,1985-06-01,,,,,中国-北京,,,寒武纪,Cambricon,北京,Beijing,人工智能芯片,AI Chips,未知,320.0,73%,4510.0,2024
140,-43,何小鹏,He Xiaopeng,47,中国-湖北-黄石,China -Hubei - Yellowstone,男,1977-11-01,本科,Undergraduate,华南理工,,中国-广东-广州,China-Guangdong-Guangzhou,,小鹏汽车,Xpeng Motors,广东广州,Guangdong,新能源汽车,E-cars,未知,320.0,-29%,4510.0,2024
140,-14,胡凯军,Hu Kaijun,62,,,男,1962-01-01,,,,,中国-北京,China-Beijing,,远大,Grand Enterprises,北京,Beijing,医药,Pharmaceuticals,未知,320.0,-14%,4510.0,2024
143,12,陈金霞,Chen Jinxia,56,中国-上海,China-Shanghai,女,1968-03-01,硕士,Master s,上财、人大,上海财经大学,中国-上海,China-Shanghai,,涌金投资,Yongjin,上海浦东,Shanghai,医药、投资,"Pharmaceutical, Investments",未知,315.0,-2%,4440.0,2024
144,21,何超琼,Pansy Ho Chiu-king,62,中国-香港,China-Hong Kong,女,1962-01-01,,,,,中国-香港,China-Hong Kong,,信德、美高梅中国,"Shun Tak, MGM China",香港,Hong Kong,博彩,Gaming,未知,310.0,2%,4370.0,2024
145,5,郭炳联,Raymond Kwok,72,中国-香港,China-Hong Kong,男,1952-01-01,,,,,中国-香港,China-Hong Kong,,新鸿基,Sun Hung Kai,香港,Hong Kong,房地产,Estate Holding,家族,305.0,-6%,4300.0,2024
145,5,郭基辉,Adam Kwok Kai-fai,41,中国-香港,China-Hong Kong,男,1983-01-01,,,,,中国-香港,China-Hong Kong,,新鸿基,Sun Hung Kai,香港,Hong Kong,房地产,Estate Holding,家族,305.0,-6%,4300.0,2024
145,-30,施永宏、李海燕,Shi Yonghong、Li Haiyan,54,中国-四川-成都,China - Sichuan-Chengdu,男,1970-01-01,,,,,中国-北京,China-Beijing,,海底捞,Haidilao,北京,Beijing,餐饮,Restaurants,夫妇,305.0,-22%,4300.0,2024
148,36,程雪,Cheng Xue,54,中国-江苏-盐城,China - Jiangsu - Yancheng,女,1970-02-01,本科,Undergraduate,,,中国-广东-佛山,China-Guangdong-Foshan,,海天味业,Haitian,广东佛山,Guangdong,调味品,Food Flavorings,未知,300.0,9%,4230.0,2024
148,19,董建成,Tung Chee Chen,81,中国-上海,China-Shanghai,男,1943-01-01,,,,,中国-香港,China-Hong Kong,,东方海外,OOCL,香港,Hong Kong,运输,Transportation,家族,300.0,0%,4230.0,2024
148,-34,林建华、张虹,Lin Jianhua、Zhang Hong,62,中国-福建,China-Fujian,男,1962-01-01,本科,Undergraduate,,,中国-浙江-杭州,China-Zhejiang-Hangzhou,,福斯特,First,浙江杭州,Zhejiang,光伏材料,Photovoltaic,夫妇,300.0,-25%,4230.0,2024
148,-25,刘益谦,Liu Yiqian,61,中国-上海,China-Shanghai,男,1963-01-01,,,,,中国-上海,China-Shanghai,,新理益,Sunline,上海浦东,Shanghai,投资,Investments,家族,300.0,-20%,4230.0,2024
148,40,沈南鹏,Shen Nanpeng,57,中国-浙江-嘉兴,China-Zhejiang-Jiaxing,男,1967-01-01,硕士,Master s,上交大、耶鲁,耶鲁大学,中国-香港,China-Hong Kong,,红杉,Sequoia,北京,Beijing,投资,Investments,未知,300.0,11%,4230.0,2024
148,51,杨建文,Yeung Kin Man,71,中国-香港,China-Hong Kong,男,1953-01-01,,,,,中国-香港,China-Hong Kong,,伯恩光学,Biel Crystal Manufactory,香港,Hong Kong,工业产品,Industrial Products,家族,300.0,15%,4230.0,2024
148,0,易峥,Yi Zhen,54,中国-北京,China-Beijing,男,1970-01-01,本科,Undergraduate,浙大,浙江大学,中国-浙江-杭州,China-Zhejiang-Hangzhou,,同花顺,Hithink RoyalFlush,浙江杭州,Zhejiang,软件,Software,未知,300.0,-9%,4230.0,2024
155,0,陈凯旋,Chen Kaixuan,66,中国-广东-揭阳,China-Guangdong-Jieyang,男,1958-01-01,,,,中山大学,中国-广东-广州,China-Guangdong-Guangzhou,,立白,Liby,广东广州,Guangdong,日化用品,Personal Care,家族,295.0,-8%,4150.0,2024
155,33,辜仲立,Andre Koo Chung-Li,57,中国-台湾-台北,,男,1967-01-01,,,,,中国-台湾-台北,Taiwan,,中信金控,CTBC,台湾台北,Taiwan,金融服务,Financial Services,家族,295.0,9%,4150.0,2024
157,-42,蔡奎,Cai Kui,63,中国-四川-资阳,China -Sichuan-Ziyang,男,1961-01-01,本科,Undergraduate,南航,南京航空航天大学,中国-香港,China-Hong Kong,,龙湖,Longfor,北京,Beijing,房地产,Real Estate,家族,290.0,-26%,4080.0,2024
157,22,蔡志明,Francis Choi Chee Ming,79,中国-广东-揭阳,China-Guangdong-Jieyang,男,1945-01-01,,,,,中国-香港,China-Hong Kong,,旭日国际,Early Light International,香港,Hong Kong,玩具,Toys,未知,290.0,4%,4080.0,2024
157,17,米恩华,Mi Enhua,66,中国-山东-泰安,China-Shandong-Tai’an,男,1958-04-01,,,,,中国-新疆-乌鲁木齐,China-Xinjiang-Urumchi,,华凌工贸,Hualing,新疆乌鲁木齐,Xinjiang,地产、畜牧,"Real estate, Animal Husbandry",家族,290.0,2%,4080.0,2024
157,-68,王健林,Wang Jianlin,70,中国-四川-绵阳,China - Sichuan - Mianyang,男,1954-10-01,本科,Undergraduate,辽大,辽宁大学,中国-北京,China-Beijing,,万达,Wanda,北京,Beijing,房地产、文化,"Real Estate, Media & Entertainment",家族,290.0,-38%,4080.0,2024
157,-17,吴向东,Wu Xiangdong,54,中国-湖南-株洲,China-Hunan-Zhuzhou,男,1970-01-01,,,,,中国-北京,China-Beijing,,华泽,Huaze,北京,Beijing,酒业、投资,"Wine, Investments",未知,290.0,-16%,4080.0,2024
157,57,杨绍鹏,Yang Shaopeng,68,中国-山东-青岛,China-Shandong-Qingdao,男,1956-01-01,,,,,中国-上海,China-Shanghai,,海丰,SITC Maritime,香港,Hong Kong,航运,Shipping,未知,290.0,21%,4080.0,2024
157,17,尤小平,You Xiaoping,66,中国-浙江-温州,China-Zhejiang-Wenzhou,男,1958-01-01,,,,,中国-浙江-温州,China-Zhejiang-Wenzhou,,华峰,Huafeng,浙江温州,Zhejiang,化工、铝业、投资,"Chemical, Aluminum, Investments",家族,290.0,2%,4080.0,2024
164,116,蔡明介,Tsai Ming-Kai,74,中国-台湾,China-Taiwan,男,1950-04-06,,,,,中国-台湾-新竹,China-Taiwan-Hsinchu,,联发科技,Media Tek,台湾新竹,Taiwan,半导体,Semiconductors,家族,285.0,50%,4010.0,2024
164,-27,陈华,Chen Hua,58,中国-广东-湛江,China-Guangdong-Zhanjiang,男,1966-01-01,,,,,中国-广东-深圳,China-Guangdong-Shenzhen,,京基,Kingkey,广东深圳,Guangdong,房地产、投资,Real Estate,家族,285.0,-19%,4010.0,2024
164,-20,郭广昌,Guo Guangchang,57,中国-浙江-金华,China-Zhejiang-Jinhua,男,1967-02-01,硕士,Master s,复旦、复旦,复旦大学,中国-上海,China-Shanghai,,复星,Fosun,上海黄浦,Shanghai,投资,Investments,未知,285.0,-16%,4010.0,2024
164,6,赵涛,Zhao Tao,58,中国-陕西-西安,China-Shanxi-Xi’an,男,1966-01-01,硕士,Master s,西安医科、美国福坦莫大学,西安医科大学,中国-北京,China-Beijing,,步长,Buchang,北京,陕西,医药,Pharmaceuticals,家族,285.0,-3%,4010.0,2024
168,37,钭正刚,Dou Zhenggang,71,中国-浙江,China-Zhejiang,男,1953-01-01,,,,,中国-浙江-杭州,China-Zhejiang-Hangzhou,,锦江,Jinjiang,浙江杭州,Zhejiang,能源、化工,"Energy, chemical",家族,280.0,12%,3940.0,2024
168,20,李华,Li Hua,46,,,男,1978-01-01,本科,Undergraduate,,,中国-香港,China-Hong Kong,,富途,Futu Holdings,香港,Hong Kong,金融服务,Financial Services,未知,280.0,4%,3940.0,2024
168,-9,孙广信,Sun Guangxin,62,中国-新疆-乌鲁木齐,China-Xinjiang-Urumchi,男,1962-12-01,硕士,Master s,西安陆军、社科院,西安陆军学院,中国-新疆-乌鲁木齐,China-Xinjiang-Urumchi,,广汇,Guanghui,新疆乌鲁木齐,Xinjiang,汽车销售、能源、房地产,"Car Sales, Energy, Real Estate",未知,280.0,-11%,3940.0,2024
168,85,徐旭东,Douglas Hsu Hsu-Tung,83,中国-上海,China-Shanghai,男,1941-08-24,,,,,中国-台湾-新北,China-Taiwan-New North,,远东,Far Eastern,台湾新北,Taiwan,金融服务,Financial Services,未知,280.0,33%,3940.0,2024
172,186,王宁,Wang Ning,37,中国-河南-新乡,China-Henan,男,1987-01-01,,,,,中国-北京,China-Beijing,,泡泡玛特,Pop Mart,北京,Beijing,玩具,Retail,家族,275.0,72%,3870.0,2024
173,-44,李贤义,Li Xianyi,72,中国-福建-泉州,China-Fujian-Quanzhou,男,1952-01-01,,,,,中国-香港,China-Hong Kong,,信义,Xinyi Glass,香港,Hong Kong,玻璃,Glass,家族,270.0,-25%,3800.0,2024
173,15,涂辉龙,Tu Huilong,65,中国-广东-汕尾,China-Guangdong-Tai Wei,男,1959-04-01,硕士,Master s,武汉江汉石油,,中国-广东-深圳,China-Guangdong-Shenzhen,,海雅,Haiya,广东深圳,Guangdong,商业、金融、地产,"Financial, Real estate",未知,270.0,0%,3800.0,2024
173,15,朱鼎健,Ken Chu,50,中国-香港,China-Hong Kong,男,1974-01-01,本科,Undergraduate,加拿大西安大略大学,加拿大西安大略大学,中国-广东-深圳,China-Guangdong-Shenzhen,,观澜湖,Mission Hills,广东深圳,Guangdong,房地产,Real Estate,家族,270.0,0%,3800.0,2024
176,-14,梁庆德,Liang Qingde,87,中国-广东-佛山,China-Guangdong-Foshan,男,1937-06-01,,,,,中国-广东-佛山,China-Guangdong-Foshan,,格兰仕,Galanz,广东佛山,Guangdong,家电,Household Appliances,家族,265.0,-15%,3730.0,2024
176,-2,夏佐全,Xia Zuoquan,61,中国-湖北-襄阳,China -Hubei - Puyang,男,1963-01-01,本科,Undergraduate,北京科技,,中国-广东-深圳,China-Guangdong-Shenzhen,,比亚迪,BYD,广东深圳,Guangdong,汽车、充电电池,"Automobile, New Energy",未知,265.0,-7%,3730.0,2024
176,29,叶澄海、廖清清,Ye Chenghai、Liao Qingqing,81,中国-广东-梅州,China-Guangdong-Meizhou,男,1943-08-01,硕士,Master s,人大、中国党校,中国人民大学,中国-广东-深圳,China-Guangdong-Shenzhen,,信立泰,Salubris Pharmaceuticals,广东深圳,Guangdong,医药,Pharmaceuticals,夫妇,265.0,6%,3730.0,2024
179,-24,江南春,Jiang Nanchun,51,中国-上海,China-Shanghai,男,1973-03-01,本科,Undergraduate,华东师大,华东师范大学,中国-上海,China-Shanghai,,分众传媒,FocusMedia,上海长宁,Shanghai,数字新媒体、投资,"Digital media, Investments",未知,260.0,-19%,3660.0,2024
179,-67,李振国、李喜燕,Li Zhenguo、Li Xiyan,56,中国-河南-许昌,China-Henan-Xuchang,男,1968-05-01,硕士,Master s,,,中国-陕西-西安,China-Shanxi-Xi’an,,隆基,Longi,陕西西安,Shaanxi,硅材料,Silicon Materials,夫妇,260.0,-37%,3660.0,2024
179,64,林陈海,Lin Chen-Hai,未知,中国-台湾-台北,China-Taiwan-Taipei,男,1900-01-01,,,,,中国-台湾-新北,China-Taiwan-New North,,宝佳,Pao Chia,台湾新北,Taiwan,房地产,Real Estate,家族,260.0,21%,3660.0,2024
179,33,林鸿南,Lin Hong-Nan,57,中国-台湾,China-Taiwan,男,1967-01-01,,,,,中国-台湾-台北,China-Taiwan-Taipei,,宏泰,Hung Tai Construction,台湾台北,Taiwan,投资,Investments,家族,260.0,6%,3660.0,2024
